Record Date,Federal Tax Deposit Type,Federal Tax Deposit Type Description,Federal Tax Deposits Today,Federal Tax Deposits Month to Date,Federal Tax Deposits Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-09-23,Cash Federal Tax Deposits,Direct,-93,1617,30078,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,23
2021-09-23,Cash Federal Tax Deposits,Through Depositaries,3525,311965,3403698,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,23
2021-09-22,Withheld Income and Employment Taxes,null,11316,186900,2684756,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,22
2021-09-22,Individual Income Taxes,null,357,44008,377914,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,22
2021-09-22,Railroad Retirement Taxes,null,4,303,5166,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,22
2021-09-22,Excise Taxes,null,75,3864,70775,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,22
2021-09-22,Corporation Income Taxes,null,138,83497,393339,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,22
2021-09-22,Federal Unemployment Taxes,null,1,27,6381,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,22
2021-09-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,80,4618,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,22
2021-09-22,Cash Federal Tax Deposits,Direct,111,1709,30170,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,22
2021-09-22,Cash Federal Tax Deposits,Through Depositaries,11718,308440,3400173,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,22
2021-09-22,Inter-agency Transfers,null,66,8529,112606,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,22
2021-09-21,Withheld Income and Employment Taxes,null,3243,175584,2673440,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,21
2021-09-21,Individual Income Taxes,null,631,43651,377558,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,21
2021-09-21,Railroad Retirement Taxes,null,8,299,5162,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,21
2021-09-21,Excise Taxes,null,37,3789,70700,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,21
2021-09-21,Corporation Income Taxes,null,65,83359,393202,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,21
2021-09-21,Federal Unemployment Taxes,null,1,25,6379,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,21
2021-09-21,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,77,4615,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,21
2021-09-21,Cash Federal Tax Deposits,Direct,70,1599,30060,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,21
2021-09-21,Cash Federal Tax Deposits,Through Depositaries,3562,296722,3388455,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,21
2021-09-21,Inter-agency Transfers,null,355,8464,112540,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,21
2021-09-20,Withheld Income and Employment Taxes,null,20015,172341,2670197,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,20
2021-09-20,Individual Income Taxes,null,963,43021,376927,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,20
2021-09-20,Railroad Retirement Taxes,null,35,291,5154,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,20
2021-09-20,Excise Taxes,null,18,3752,70663,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,20
2021-09-20,Corporation Income Taxes,null,115,83294,393136,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,20
2021-09-20,Federal Unemployment Taxes,null,1,24,6378,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,20
2021-09-20,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,75,4613,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,20
2021-09-20,Cash Federal Tax Deposits,Direct,27,1529,29990,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,20
2021-09-20,Cash Federal Tax Deposits,Through Depositaries,20219,293160,3384893,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,20
2021-09-20,Inter-agency Transfers,null,903,8109,112185,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,20
2021-09-17,Withheld Income and Employment Taxes,null,9343,152326,2650182,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,17
2021-09-17,Individual Income Taxes,null,1330,42057,375964,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,17
2021-09-17,Railroad Retirement Taxes,null,28,256,5119,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,17
2021-09-17,Excise Taxes,null,25,3733,70644,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,17
2021-09-17,Corporation Income Taxes,null,241,83178,393021,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,17
2021-09-17,Federal Unemployment Taxes,null,1,23,6377,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,17
2021-09-17,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,74,4612,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,17
2021-09-17,Cash Federal Tax Deposits,Direct,40,1502,29963,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,17
2021-09-17,Cash Federal Tax Deposits,Through Depositaries,9879,272941,3364674,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,17
2021-09-17,Inter-agency Transfers,null,1052,7206,111282,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,17
2021-09-16,Withheld Income and Employment Taxes,null,14257,142983,2640838,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,16
2021-09-16,Individual Income Taxes,null,5830,40728,374634,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,16
2021-09-16,Railroad Retirement Taxes,null,9,228,5091,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,16
2021-09-16,Excise Taxes,null,81,3708,70619,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,16
2021-09-16,Corporation Income Taxes,null,1600,82937,392780,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,16
2021-09-16,Federal Unemployment Taxes,null,1,21,6375,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,16
2021-09-16,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,72,4609,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,16
2021-09-16,Cash Federal Tax Deposits,Direct,67,1461,29922,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,16
2021-09-16,Cash Federal Tax Deposits,Through Depositaries,21702,263062,3354795,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,16
2021-09-16,Inter-agency Transfers,null,12,6154,110230,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,16
2021-09-15,Inter-agency Transfers,null,99,6142,110218,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,15
2021-09-15,Withheld Income and Employment Taxes,null,17422,128726,2626581,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,15
2021-09-15,Individual Income Taxes,null,15088,34897,368804,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,15
2021-09-15,Railroad Retirement Taxes,null,7,219,5081,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,15
2021-09-15,Excise Taxes,null,127,3628,70539,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,15
2021-09-15,Corporation Income Taxes,null,51290,81337,391180,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,15
2021-09-15,Federal Unemployment Taxes,null,3,20,6374,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,15
2021-09-15,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,69,4607,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,15
2021-09-15,Cash Federal Tax Deposits,Direct,65,1394,29855,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,15
2021-09-15,Cash Federal Tax Deposits,Through Depositaries,83775,241360,3333093,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,15
2021-09-14,Withheld Income and Employment Taxes,null,4943,111304,2609159,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,14
2021-09-14,Individual Income Taxes,null,6716,19810,353716,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,14
2021-09-14,Railroad Retirement Taxes,null,5,212,5075,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,14
2021-09-14,Excise Taxes,null,2214,3501,70412,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,14
2021-09-14,Corporation Income Taxes,null,17828,30047,339889,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,14
2021-09-14,Federal Unemployment Taxes,null,1,17,6371,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,14
2021-09-14,Estate and Gift Taxes & Misc IRS Rcpts.,null,16,67,4605,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,14
2021-09-14,Cash Federal Tax Deposits,Direct,785,1329,29790,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,14
2021-09-14,Cash Federal Tax Deposits,Through Depositaries,30892,157585,3249318,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,14
2021-09-14,Inter-agency Transfers,null,46,6043,110119,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,14
2021-09-13,Withheld Income and Employment Taxes,null,17693,106360,2604216,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,13
2021-09-13,Individual Income Taxes,null,6003,13094,347001,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,13
2021-09-13,Railroad Retirement Taxes,null,70,207,5070,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,13
2021-09-13,Excise Taxes,null,533,1287,68198,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,13
2021-09-13,Corporation Income Taxes,null,6845,12219,322061,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,13
2021-09-13,Federal Unemployment Taxes,null,1,15,6369,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,13
2021-09-13,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,52,4590,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,13
2021-09-13,Cash Federal Tax Deposits,Direct,190,544,29005,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,13
2021-09-13,Cash Federal Tax Deposits,Through Depositaries,30949,126694,3218426,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,13
2021-09-13,Inter-agency Transfers,null,10,5996,110073,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,13
2021-09-10,Withheld Income and Employment Taxes,null,9013,88667,2586522,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,10
2021-09-10,Individual Income Taxes,null,2123,7091,340998,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,10
2021-09-10,Railroad Retirement Taxes,null,53,137,5000,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,10
2021-09-10,Excise Taxes,null,462,754,67665,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,10
2021-09-10,Corporation Income Taxes,null,3242,5374,315216,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,10
2021-09-10,Federal Unemployment Taxes,null,4,14,6368,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,10
2021-09-10,Estate and Gift Taxes & Misc IRS Rcpts.,null,10,48,4586,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,10
2021-09-10,Cash Federal Tax Deposits,Direct,75,354,28815,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,10
2021-09-10,Cash Federal Tax Deposits,Through Depositaries,14003,95745,3187478,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,10
2021-09-10,Inter-agency Transfers,null,828,5986,110063,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,10
2021-09-09,Withheld Income and Employment Taxes,null,8999,79654,2577509,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,09
2021-09-09,Individual Income Taxes,null,1177,4969,338875,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,09
2021-09-09,Railroad Retirement Taxes,null,1,84,4947,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,09
2021-09-09,Excise Taxes,null,97,292,67203,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,09
2021-09-09,Corporation Income Taxes,null,818,2132,311974,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,09
2021-09-09,Federal Unemployment Taxes,null,2,10,6364,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,09
2021-09-09,Estate and Gift Taxes & Misc IRS Rcpts.,null,8,38,4576,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,09
2021-09-09,Cash Federal Tax Deposits,Direct,85,279,28740,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,09
2021-09-09,Cash Federal Tax Deposits,Through Depositaries,10760,81742,3173475,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,09
2021-09-09,Inter-agency Transfers,null,256,5158,109235,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,09
2021-09-08,Withheld Income and Employment Taxes,null,4770,70655,2568510,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,08
2021-09-08,Individual Income Taxes,null,974,3792,337698,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,08
2021-09-08,Railroad Retirement Taxes,null,2,83,4946,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,08
2021-09-08,Excise Taxes,null,44,196,67106,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,08
2021-09-08,Corporation Income Taxes,null,409,1314,311156,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,08
2021-09-08,Federal Unemployment Taxes,null,1,8,6362,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,08
2021-09-08,Estate and Gift Taxes & Misc IRS Rcpts.,null,7,31,4568,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,08
2021-09-08,Cash Federal Tax Deposits,Direct,53,194,28655,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,08
2021-09-08,Cash Federal Tax Deposits,Through Depositaries,6140,70982,3162715,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,08
2021-09-08,Inter-agency Transfers,null,14,4902,108978,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,08
2021-09-07,Withheld Income and Employment Taxes,null,20179,65885,2563741,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,07
2021-09-07,Individual Income Taxes,null,1261,2818,336724,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,07
2021-09-07,Railroad Retirement Taxes,null,29,81,4944,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,07
2021-09-07,Excise Taxes,null,22,152,67063,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,07
2021-09-07,Corporation Income Taxes,null,304,905,310747,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,07
2021-09-07,Federal Unemployment Taxes,null,2,7,6361,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,07
2021-09-07,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,24,4562,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,07
2021-09-07,Cash Federal Tax Deposits,Direct,16,141,28602,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,07
2021-09-07,Cash Federal Tax Deposits,Through Depositaries,21064,64842,3156574,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,07
2021-09-07,Inter-agency Transfers,null,721,4888,108965,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,07
2021-09-03,Inter-agency Transfers,null,2811,4167,108244,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,03
2021-09-03,Withheld Income and Employment Taxes,null,13434,45706,2543561,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,03
2021-09-03,Individual Income Taxes,null,543,1557,335463,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,03
2021-09-03,Railroad Retirement Taxes,null,35,52,4915,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,03
2021-09-03,Excise Taxes,null,22,130,67041,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,03
2021-09-03,Corporation Income Taxes,null,323,601,310443,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,03
2021-09-03,Federal Unemployment Taxes,null,2,5,6359,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,03
2021-09-03,Estate and Gift Taxes & Misc IRS Rcpts.,null,11,20,4558,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,03
2021-09-03,Cash Federal Tax Deposits,Direct,24,125,28586,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,03
2021-09-03,Cash Federal Tax Deposits,Through Depositaries,11533,43777,3135510,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,03
2021-09-02,Withheld Income and Employment Taxes,null,7172,32272,2530127,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,02
2021-09-02,Individual Income Taxes,null,465,1014,334921,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,02
2021-09-02,Railroad Retirement Taxes,null,7,17,4880,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,02
2021-09-02,Excise Taxes,null,87,107,67018,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,02
2021-09-02,Corporation Income Taxes,null,199,278,310120,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,02
2021-09-02,Federal Unemployment Taxes,null,1,3,6357,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,02
2021-09-02,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,9,4547,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,02
2021-09-02,Cash Federal Tax Deposits,Direct,50,101,28562,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,02
2021-09-02,Cash Federal Tax Deposits,Through Depositaries,7426,32244,3123977,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,02
2021-09-02,Inter-agency Transfers,null,458,1356,105433,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,02
2021-09-01,Withheld Income and Employment Taxes,null,25100,25100,2522955,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,09,01
2021-09-01,Individual Income Taxes,null,549,549,334456,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,09,01
2021-09-01,Railroad Retirement Taxes,null,10,10,4873,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,09,01
2021-09-01,Excise Taxes,null,20,20,66931,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,09,01
2021-09-01,Corporation Income Taxes,null,79,79,309922,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,09,01
2021-09-01,Federal Unemployment Taxes,null,2,2,6356,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,09,01
2021-09-01,Estate and Gift Taxes & Misc IRS Rcpts.,null,6,6,4544,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,09,01
2021-09-01,Cash Federal Tax Deposits,Direct,50,50,28511,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,09,01
2021-09-01,Cash Federal Tax Deposits,Through Depositaries,24818,24818,3116551,IV,Federal Tax Deposits,Classification,10,2021,4,2021,3,09,01
2021-09-01,Inter-agency Transfers,null,898,898,104975,IV,Federal Tax Deposits,Classification,12,2021,4,2021,3,09,01
2021-08-31,Withheld Income and Employment Taxes,null,4989,229891,2497855,IV,Federal Tax Deposits,Classification,1,2021,4,2021,3,08,31
2021-08-31,Individual Income Taxes,null,346,6845,333907,IV,Federal Tax Deposits,Classification,2,2021,4,2021,3,08,31
2021-08-31,Railroad Retirement Taxes,null,18,467,4863,IV,Federal Tax Deposits,Classification,3,2021,4,2021,3,08,31
2021-08-31,Excise Taxes,null,170,7197,66911,IV,Federal Tax Deposits,Classification,4,2021,4,2021,3,08,31
2021-08-31,Corporation Income Taxes,null,182,4310,309843,IV,Federal Tax Deposits,Classification,5,2021,4,2021,3,08,31
2021-08-31,Federal Unemployment Taxes,null,1,589,6354,IV,Federal Tax Deposits,Classification,6,2021,4,2021,3,08,31
2021-08-31,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,101,4538,IV,Federal Tax Deposits,Classification,7,2021,4,2021,3,08,31
2021-08-31,Cash Federal Tax Deposits,Direct,46,2862,28461,IV,Federal Tax Deposits,Classification,9,2021,4,2021,3,08,31
