Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-07-07,IRS Tax Refunds Business,Checks,4,2251,85543,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,07
2022-07-07,IRS Tax Refunds Business,EFT,0,268,22041,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,07
2022-07-07,IRS Tax Refunds Individual,Checks,24,852,48361,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,07
2022-07-07,IRS Tax Refunds Individual,EFT,1456,1694,299945,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,07
2022-07-06,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,06
2022-07-06,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,06
2022-07-06,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,06
2022-07-06,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,06
2022-07-06,IRS Tax Refunds Business,Checks,69,2247,85540,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,06
2022-07-06,IRS Tax Refunds Business,EFT,37,269,22041,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,06
2022-07-06,IRS Tax Refunds Individual,Checks,24,828,48337,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,06
2022-07-06,IRS Tax Refunds Individual,EFT,97,238,298490,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,06
2022-07-05,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,05
2022-07-05,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,05
2022-07-05,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,05
2022-07-05,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,05
2022-07-05,IRS Tax Refunds Business,Checks,2112,2178,85470,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,05
2022-07-05,IRS Tax Refunds Business,EFT,50,231,22003,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,05
2022-07-05,IRS Tax Refunds Individual,Checks,39,805,48313,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,05
2022-07-05,IRS Tax Refunds Individual,EFT,80,141,298393,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,05
2022-07-01,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,4,2022,3,07,01
2022-07-01,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,4,2022,3,07,01
2022-07-01,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,4,2022,3,07,01
2022-07-01,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,4,2022,3,07,01
2022-07-01,IRS Tax Refunds Business,Checks,66,66,83358,VI,Income Tax Refunds Issued,Classification,5,2022,4,2022,3,07,01
2022-07-01,IRS Tax Refunds Business,EFT,181,181,21953,VI,Income Tax Refunds Issued,Classification,6,2022,4,2022,3,07,01
2022-07-01,IRS Tax Refunds Individual,Checks,766,766,48274,VI,Income Tax Refunds Issued,Classification,7,2022,4,2022,3,07,01
2022-07-01,IRS Tax Refunds Individual,EFT,61,61,298313,VI,Income Tax Refunds Issued,Classification,8,2022,4,2022,3,07,01
2022-06-30,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,30
2022-06-30,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,30
2022-06-30,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,30
2022-06-30,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,30
2022-06-30,IRS Tax Refunds Business,Checks,12,9123,83292,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,30
2022-06-30,IRS Tax Refunds Business,EFT,55,1714,21772,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,30
2022-06-30,IRS Tax Refunds Individual,Checks,8,3589,47508,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,30
2022-06-30,IRS Tax Refunds Individual,EFT,136,7908,298252,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,30
2022-06-29,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,29
2022-06-29,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,29
2022-06-29,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,29
2022-06-29,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,29
2022-06-29,IRS Tax Refunds Business,Checks,53,9111,83281,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,29
2022-06-29,IRS Tax Refunds Business,EFT,-7,1659,21717,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,29
2022-06-29,IRS Tax Refunds Individual,Checks,3,3582,47501,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,29
2022-06-29,IRS Tax Refunds Individual,EFT,1413,7772,298115,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,29
2022-06-28,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,28
2022-06-28,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,28
2022-06-28,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,28
2022-06-28,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,28
2022-06-28,IRS Tax Refunds Business,Checks,2038,9059,83228,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,28
2022-06-28,IRS Tax Refunds Business,EFT,79,1667,21725,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,28
2022-06-28,IRS Tax Refunds Individual,Checks,9,3579,47498,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,28
2022-06-28,IRS Tax Refunds Individual,EFT,-6,6359,296703,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,28
2022-06-27,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,27
2022-06-27,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,27
2022-06-27,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,27
2022-06-27,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,27
2022-06-27,IRS Tax Refunds Business,Checks,28,7021,81190,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,27
2022-06-27,IRS Tax Refunds Business,EFT,511,1587,21645,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,27
2022-06-27,IRS Tax Refunds Individual,Checks,824,3570,47489,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,27
2022-06-27,IRS Tax Refunds Individual,EFT,-6,6365,296708,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,27
2022-06-24,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,24
2022-06-24,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,24
2022-06-24,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,24
2022-06-24,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,24
2022-06-24,IRS Tax Refunds Business,Checks,79,6993,81162,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,24
2022-06-24,IRS Tax Refunds Business,EFT,83,1076,21134,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,24
2022-06-24,IRS Tax Refunds Individual,Checks,30,2746,46665,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,24
2022-06-24,IRS Tax Refunds Individual,EFT,-11,6371,296715,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,24
2022-06-23,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,23
2022-06-23,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,23
2022-06-23,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,23
2022-06-23,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,23
2022-06-23,IRS Tax Refunds Business,Checks,43,6914,81083,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,23
2022-06-23,IRS Tax Refunds Business,EFT,95,993,21051,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,23
2022-06-23,IRS Tax Refunds Individual,Checks,26,2716,46635,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,23
2022-06-23,IRS Tax Refunds Individual,EFT,1244,6383,296726,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,23
2022-06-22,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,22
2022-06-22,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,22
2022-06-22,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,22
2022-06-22,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,22
2022-06-22,IRS Tax Refunds Business,Checks,12,6871,81041,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,22
2022-06-22,IRS Tax Refunds Business,EFT,3,898,20955,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,22
2022-06-22,IRS Tax Refunds Individual,Checks,29,2690,46609,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,22
2022-06-22,IRS Tax Refunds Individual,EFT,71,5139,295482,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,22
2022-06-21,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,21
2022-06-21,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,21
2022-06-21,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,21
2022-06-21,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,21
2022-06-21,IRS Tax Refunds Business,Checks,1648,6859,81028,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,21
2022-06-21,IRS Tax Refunds Business,EFT,51,894,20952,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,21
2022-06-21,IRS Tax Refunds Individual,Checks,29,2661,46580,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,21
2022-06-21,IRS Tax Refunds Individual,EFT,89,5068,295411,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,21
2022-06-17,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,17
2022-06-17,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,17
2022-06-17,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,17
2022-06-17,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,17
2022-06-17,IRS Tax Refunds Business,Checks,37,5211,79380,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,17
2022-06-17,IRS Tax Refunds Business,EFT,149,843,20900,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,17
2022-06-17,IRS Tax Refunds Individual,Checks,752,2632,46551,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,17
2022-06-17,IRS Tax Refunds Individual,EFT,60,4979,295322,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,17
2022-06-16,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,16
2022-06-16,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,16
2022-06-16,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,16
2022-06-16,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,16
2022-06-16,IRS Tax Refunds Business,Checks,9,5175,79344,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,16
2022-06-16,IRS Tax Refunds Business,EFT,48,694,20752,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,16
2022-06-16,IRS Tax Refunds Individual,Checks,42,1880,45799,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,16
2022-06-16,IRS Tax Refunds Individual,EFT,72,4919,295262,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,16
2022-06-15,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,15
2022-06-15,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,15
2022-06-15,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,15
2022-06-15,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,15
2022-06-15,IRS Tax Refunds Business,Checks,43,5165,79335,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,15
2022-06-15,IRS Tax Refunds Business,EFT,5,646,20704,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,15
2022-06-15,IRS Tax Refunds Individual,Checks,23,1838,45757,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,15
2022-06-15,IRS Tax Refunds Individual,EFT,1301,4847,295191,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,15
2022-06-14,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,14
2022-06-14,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,14
2022-06-14,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,14
2022-06-14,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,14
2022-06-14,IRS Tax Refunds Business,Checks,2180,5122,79291,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,14
2022-06-14,IRS Tax Refunds Business,EFT,86,641,20699,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,14
2022-06-14,IRS Tax Refunds Individual,Checks,32,1816,45734,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,14
2022-06-14,IRS Tax Refunds Individual,EFT,90,3546,293889,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,14
2022-06-13,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,13
2022-06-13,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,13
2022-06-13,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,13
2022-06-13,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,13
2022-06-13,IRS Tax Refunds Business,Checks,13,2942,77111,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,13
2022-06-13,IRS Tax Refunds Business,EFT,34,555,20613,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,13
2022-06-13,IRS Tax Refunds Individual,Checks,30,1783,45702,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,13
2022-06-13,IRS Tax Refunds Individual,EFT,90,3456,293800,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,13
2022-06-10,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,10
2022-06-10,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,10
2022-06-10,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,10
2022-06-10,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,10
2022-06-10,IRS Tax Refunds Business,Checks,41,2929,77098,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,10
2022-06-10,IRS Tax Refunds Business,EFT,226,521,20579,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,10
2022-06-10,IRS Tax Refunds Individual,Checks,710,1753,45672,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,10
2022-06-10,IRS Tax Refunds Individual,EFT,45,3366,293710,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,10
2022-06-09,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,09
2022-06-09,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,09
2022-06-09,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,09
2022-06-09,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,09
2022-06-09,IRS Tax Refunds Business,Checks,12,2888,77057,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,09
2022-06-09,IRS Tax Refunds Business,EFT,41,295,20352,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,09
2022-06-09,IRS Tax Refunds Individual,Checks,35,1043,44962,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,09
2022-06-09,IRS Tax Refunds Individual,EFT,73,3321,293664,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,09
2022-06-08,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,08
2022-06-08,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,3,2022,2,06,08
2022-06-08,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,3,2022,2,06,08
2022-06-08,IRS - Economic Impact Payments (EFT),null,0,0,1819,VI,Income Tax Refunds Issued,Classification,4,2022,3,2022,2,06,08
2022-06-08,IRS Tax Refunds Business,Checks,57,2876,77045,VI,Income Tax Refunds Issued,Classification,5,2022,3,2022,2,06,08
2022-06-08,IRS Tax Refunds Business,EFT,20,254,20312,VI,Income Tax Refunds Issued,Classification,6,2022,3,2022,2,06,08
2022-06-08,IRS Tax Refunds Individual,Checks,29,1008,44927,VI,Income Tax Refunds Issued,Classification,7,2022,3,2022,2,06,08
2022-06-08,IRS Tax Refunds Individual,EFT,1266,3248,293591,VI,Income Tax Refunds Issued,Classification,8,2022,3,2022,2,06,08
2022-06-07,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,3,2022,2,06,07
