Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2021-11-29,Intragovernmental Holdings,null,6262952,6259792,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,29
2021-11-29,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,29
2021-11-29,Less Debt Not Subject to Limit,Unamortized Discount,20666,20703,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,29
2021-11-29,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,29
2021-11-29,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,29
2021-11-29,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,29
2021-11-29,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,29
2021-11-26,Debt Held by the Public,null,22648880,22651368,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,26
2021-11-26,Intragovernmental Holdings,null,6259792,6257295,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,26
2021-11-26,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,26
2021-11-26,Less Debt Not Subject to Limit,Unamortized Discount,20703,20694,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,26
2021-11-26,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,26
2021-11-26,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,26
2021-11-26,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,26
2021-11-26,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,26
2021-11-24,Debt Held by the Public,null,22651368,22645808,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,24
2021-11-24,Intragovernmental Holdings,null,6257295,6262867,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,24
2021-11-24,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,24
2021-11-24,Less Debt Not Subject to Limit,Unamortized Discount,20694,20706,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,24
2021-11-24,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,24
2021-11-24,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,24
2021-11-24,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,24
2021-11-24,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,24
2021-11-23,Debt Held by the Public,null,22645808,22657307,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,23
2021-11-23,Intragovernmental Holdings,null,6262867,6251366,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,23
2021-11-23,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,23
2021-11-23,Less Debt Not Subject to Limit,Unamortized Discount,20706,20705,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,23
2021-11-23,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,23
2021-11-23,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,23
2021-11-23,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,23
2021-11-23,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,23
2021-11-22,Debt Held by the Public,null,22657307,22666452,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,22
2021-11-22,Intragovernmental Holdings,null,6251366,6242257,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,22
2021-11-22,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,22
2021-11-22,Less Debt Not Subject to Limit,Unamortized Discount,20705,20741,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,22
2021-11-22,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,22
2021-11-22,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,22
2021-11-22,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,22
2021-11-22,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,22
2021-11-19,Debt Held by the Public,null,22666452,22666645,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,19
2021-11-19,Intragovernmental Holdings,null,6242257,6242077,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,19
2021-11-19,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,19
2021-11-19,Less Debt Not Subject to Limit,Unamortized Discount,20741,20753,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,19
2021-11-19,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,19
2021-11-19,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,19
2021-11-19,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,19
2021-11-19,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,19
2021-11-18,Debt Held by the Public,null,22666645,22670201,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,18
2021-11-18,Intragovernmental Holdings,null,6242077,6238506,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,18
2021-11-18,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,18
2021-11-18,Less Debt Not Subject to Limit,Unamortized Discount,20753,20738,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,18
2021-11-18,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,18
2021-11-18,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,18
2021-11-18,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,18
2021-11-18,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,18
2021-11-17,Debt Held by the Public,null,22670201,22660119,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,17
2021-11-17,Intragovernmental Holdings,null,6238506,6248600,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,17
2021-11-17,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,17
2021-11-17,Less Debt Not Subject to Limit,Unamortized Discount,20738,20750,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,17
2021-11-17,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,17
2021-11-17,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,17
2021-11-17,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,17
2021-11-17,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,17
2021-11-16,Debt Held by the Public,null,22660119,22670153,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,16
2021-11-16,Intragovernmental Holdings,null,6248600,6238567,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,16
2021-11-16,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,16
2021-11-16,Less Debt Not Subject to Limit,Unamortized Discount,20750,20751,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,16
2021-11-16,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,16
2021-11-16,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,16
2021-11-16,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,16
2021-11-16,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,16
2021-11-15,Debt Held by the Public,null,22670153,22677434,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,15
2021-11-15,Intragovernmental Holdings,null,6238567,6231323,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,15
2021-11-15,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,15
2021-11-15,Less Debt Not Subject to Limit,Unamortized Discount,20751,20788,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,15
2021-11-15,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,15
2021-11-15,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,15
2021-11-15,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,15
2021-11-15,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,15
2021-11-12,Debt Held by the Public,null,22677434,22675887,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,12
2021-11-12,Intragovernmental Holdings,null,6231323,6232870,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,12
2021-11-12,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,12
2021-11-12,Less Debt Not Subject to Limit,Unamortized Discount,20788,20788,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,12
2021-11-12,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,12
2021-11-12,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,12
2021-11-12,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,12
2021-11-12,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,12
2021-11-10,Debt Held by the Public,null,22675887,22658378,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,10
2021-11-10,Intragovernmental Holdings,null,6232870,6250391,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,10
2021-11-10,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,10
2021-11-10,Less Debt Not Subject to Limit,Unamortized Discount,20788,20800,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,10
2021-11-10,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,10
2021-11-10,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,10
2021-11-10,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,10
2021-11-10,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,10
2021-11-09,Debt Held by the Public,null,22658378,22666122,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,09
2021-11-09,Intragovernmental Holdings,null,6250391,6242650,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,09
2021-11-09,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,09
2021-11-09,Less Debt Not Subject to Limit,Unamortized Discount,20800,20802,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,09
2021-11-09,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,09
2021-11-09,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,09
2021-11-09,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,09
2021-11-09,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,09
2021-11-08,Debt Held by the Public,null,22666122,22670992,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,08
2021-11-08,Intragovernmental Holdings,null,6242650,6237816,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,08
2021-11-08,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,08
2021-11-08,Less Debt Not Subject to Limit,Unamortized Discount,20802,20839,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,08
2021-11-08,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,08
2021-11-08,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2022,1,2021,4,11,08
2021-11-08,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2022,1,2021,4,11,08
2021-11-08,Statutory Debt Limit,null,28881463,28881463,28881463,28401463,III-C,Debt Subject to Limit,Balance Transactions,10,2022,1,2021,4,11,08
2021-11-05,Debt Held by the Public,null,22670992,22671767,22637090,22282900,III-C,Debt Subject to Limit,Balance Transactions,1,2022,1,2021,4,11,05
2021-11-05,Intragovernmental Holdings,null,6237816,6237054,6271676,6146018,III-C,Debt Subject to Limit,Balance Transactions,2,2022,1,2021,4,11,05
2021-11-05,Less Debt Not Subject to Limit,Other Debt,478,478,478,478,III-C,Debt Subject to Limit,Balance Transactions,4,2022,1,2021,4,11,05
2021-11-05,Less Debt Not Subject to Limit,Unamortized Discount,20839,20851,20797,20950,III-C,Debt Subject to Limit,Balance Transactions,5,2022,1,2021,4,11,05
2021-11-05,Less Debt Not Subject to Limit,Federal Financing Bank,6053,6053,6053,6053,III-C,Debt Subject to Limit,Balance Transactions,6,2022,1,2021,4,11,05
